timestamp,elapsed_s,sent_bytes,sent_pkts,dropped,overlimits,backlog_bytes,backlog_pkts
1902.705,22.230,24610432,16260,260,43330,1483720,980
1902.805,22.330,24734580,16342,260,43539,1492804,986
1902.905,22.430,24860242,16425,260,43751,1503402,993
1903.005,22.530,24984390,16507,260,43960,1512486,999
1903.105,22.630,25110052,16590,266,44173,,
1903.205,22.730,25235714,16673,274,44385,,
1903.305,22.831,25361376,16756,280,44596,1514000,1000
1903.405,22.931,25485524,16838,288,44808,,
1903.506,23.031,25611186,16921,294,45018,1512486,999
1903.606,23.131,25735334,17003,301,45228,1514000,1000
1903.706,23.231,25860996,17086,308,45440,1514000,1000
1903.806,23.331,25986658,17169,313,45651,1514000,1000
1903.906,23.431,26112320,17252,319,45862,1512486,999
1904.006,23.531,26236468,17334,326,46072,1514000,1000
1904.106,23.632,26362130,17417,333,46284,1514000,1000
1904.206,23.732,26487792,17500,338,46494,1510972,998
1904.307,23.832,26611940,17582,342,46708,1501888,992
1904.407,23.932,26737602,17665,342,46932,1464038,967
1904.507,24.032,26861750,17747,342,47154,1427702,943
1904.607,24.132,26987412,17830,342,47378,1389852,918
1904.707,24.232,27113074,17913,342,47602,1352002,893
1904.807,24.332,27237222,17995,342,47824,1315666,869
1904.907,24.433,27362884,18078,342,48048,1277816,844
1905.007,24.533,27488546,18161,342,48271,1238452,818
1905.108,24.633,27614208,18244,342,48495,1200602,793
1905.208,24.733,27738356,18326,342,48717,1164266,769
1905.308,24.833,27862504,18408,342,48939,1127930,745
1905.408,24.933,27988166,18491,342,49177,1111276,734
1905.508,25.033,28113828,18574,342,49426,1111276,734
1905.608,25.133,28239490,18657,342,49681,1129444,746
1905.708,25.234,28363638,18739,342,49926,1127930,745
1905.808,25.334,28489300,18822,342,50175,1127930,745
1905.909,25.434,28614962,18905,342,50424,1127930,745
1906.009,25.534,28740624,18988,342,50673,1127930,745
1906.109,25.634,28864772,19070,342,50919,1127930,745
1906.209,25.734,28990434,19153,342,51167,1126416,744
1906.309,25.834,29116096,19236,342,51417,1127930,745
1906.409,25.934,29240244,19318,342,51663,1127930,745
1906.509,26.035,29365906,19401,342,51899,1129444,746
1906.610,26.135,29490054,19483,342,52105,1130958,747
1906.710,26.235,29615716,19566,342,52314,1132472,748
1906.810,26.335,29741378,19649,342,52523,1133986,749
1906.910,26.435,29867040,19732,342,52733,1138528,752
1907.010,26.535,29991188,19814,342,52941,1144584,756
1907.110,26.635,30116850,19897,342,53151,1149126,759
1907.210,26.736,30242512,19980,342,53361,1153668,762
1907.310,26.836,30366660,20062,342,53569,1159724,766
1907.411,26.936,30492322,20145,342,53780,1167294,771
1907.511,27.036,30616470,20227,342,53987,1171836,774
1907.611,27.136,30742132,20310,342,54197,1176378,777
1907.711,27.236,30867794,20393,342,54407,1180920,780
1907.811,27.336,30993456,20476,342,54618,1186976,784
1907.911,27.436,31117604,20558,342,54827,1196060,790
1908.011,27.537,31243266,20641,342,55037,1200602,793
1908.111,27.637,31368928,20724,342,55247,1206658,797
1908.212,27.737,31493076,20806,342,55455,1212714,801
1908.312,27.837,31618738,20889,342,55666,1220284,806
1908.412,27.937,31744400,20972,342,55876,1224826,809
1908.512,28.037,31868548,21054,342,56084,1230882,813
1908.612,28.137,31994210,21137,342,56295,1238452,818
1908.712,28.237,32119872,21220,342,56504,1239966,819
1908.812,28.338,32244020,21302,342,56713,1249050,825
1908.912,28.438,32369682,21385,342,56922,1252078,827
1909.013,28.538,32495344,21468,342,57132,1256620,830
1909.113,28.638,32621006,21551,342,57343,1264190,835
1909.213,28.738,32745154,21633,342,57551,,
1909.313,28.838,32869302,21715,342,57759,1276302,843
1909.413,28.938,32994964,21798,342,57968,1277816,844
1909.513,29.038,33120626,21881,342,58179,1285386,849
1909.613,29.139,33246288,21964,342,58388,1286900,850
1909.713,29.239,33370436,22046,342,58596,1292956,854
1909.814,29.339,33496098,22129,342,58807,1299012,858
1909.914,29.439,33621760,22212,342,59015,1300526,859
1910.014,29.539,33747422,22295,342,59225,,
1910.114,29.639,33871570,22377,342,59432,1306582,863
1910.214,29.739,33995718,22459,342,59640,1312638,867
1910.314,29.839,34121380,22542,342,59850,1318694,871
1910.414,29.940,34247042,22625,342,60059,1320208,872
1910.515,30.040,34371190,22707,342,60266,1323236,874
1910.615,30.140,34496852,22790,342,60476,1327778,877
1910.715,30.240,34621000,22872,342,60683,1330806,879
1910.815,30.340,34748176,22956,342,60895,1333834,881
1910.915,30.440,34872324,23038,342,61101,1335348,882
1911.015,30.540,34997986,23121,342,61310,1336862,883
1911.115,30.640,35123648,23204,342,61521,1341404,886
1911.215,30.741,35249310,23287,342,61730,1342918,887
1911.315,30.841,35371944,23368,342,61936,1347460,890
1911.416,30.941,35497606,23451,342,62145,1348974,891
1911.516,31.041,35623268,23534,342,62355,1353516,894
1911.616,31.141,35748930,23617,342,62564,1353516,894
1911.716,31.241,35874592,23700,342,62774,1356544,896
1911.816,31.341,35998740,23782,342,62980,1358058,897
1911.916,31.441,36124402,23865,342,63188,1356544,896
1912.016,31.542,36250064,23948,342,63398,1361086,899
1912.117,31.642,36374212,24030,342,63604,1361086,899
1912.217,31.742,36499874,24113,342,63814,1362600,900
1912.317,31.842,36624022,24195,342,64022,1367142,903
1912.417,31.942,36749684,24278,342,64230,1367142,903
1912.517,32.042,36875346,24361,342,64438,1367142,903
1912.617,32.142,37001008,24444,342,64646,1365628,902
1912.717,32.243,37125156,24526,342,64854,1368656,904
